DTXSID;Clasificacion_ATS;Masa_Molecular;Numero_Atomos_Pesados;H_Bond_Acceptors;H_Bond_Donors;Enlaces_Dobles;Enlaces_Triples;Carboxilo;Hidroxilo;LogP;SMILES
DTXSID5023871;Activo;293.18919773600004;22.0;2.0;0.0;2.0;0.0;0.0;0.0;4.871880000000004;CN(C=NC1=C(C)C=C(C)C=C1)C=NC1=C(C)C=C(C)C=C1
DTXSID5023877;Inactivo;123.068413908;9.0;2.0;1.0;0.0;0.0;0.0;0.0;1.2773999999999999;COC1=CC=CC=C1N
DTXSID5023900;Activo;290.137890436;21.0;5.0;2.0;2.0;0.0;0.0;0.0;2.572400000000001;CCCCNC(=O)N1C(NC(=O)OC)=NC2=C1C=CC=C2
DTXSID5023902;Inactivo;228.093900384;18.0;0.0;0.0;0.0;0.0;0.0;0.0;5.146200000000003;C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2
DTXSID5023950;Activo;380.213363884;26.0;5.0;0.0;1.0;0.0;0.0;0.0;5.296100000000005;CCCCN(CCCC)SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1
DTXSID5024051;Inactivo;180.09153103399998;11.0;3.0;0.0;1.0;0.0;0.0;0.0;2.659300000000001;CC(C)OP(C)(=O)OC(C)C
DTXSID5024055;Inactivo;125.998679672;7.0;4.0;0.0;2.0;0.0;0.0;0.0;-0.476;COS(=O)(=O)OC
DTXSID5024059;Inactivo;212.131348512;16.0;2.0;2.0;0.0;0.0;0.0;0.0;3.1348400000000014;CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1
DTXSID5024134;Inactivo;287.860066272;12.0;0.0;0.0;0.0;0.0;0.0;0.0;3.644400000000001;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H]1Cl
DTXSID5024182;Inactivo;76.052429496;5.0;2.0;1.0;0.0;0.0;0.0;0.0;-0.37489999999999996;COCCO
DTXSID5024211;Inactivo;271.157228912;20.0;2.0;0.0;1.0;0.0;0.0;0.0;3.475500000000002;CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1
DTXSID5024261;Inactivo;316.994536494;19.0;6.0;0.0;3.0;0.0;0.0;0.0;2.4906000000000006;COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O
DTXSID5024344;Activo;303.001818172;16.0;2.0;0.0;2.0;0.0;0.0;0.0;4.843900000000003;CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl
DTXSID5024394;Inactivo;60.021129368;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.09089999999999993;CC(O)=O
DTXSID5024687;Activo;166.099379688;12.0;2.0;2.0;0.0;0.0;0.0;0.0;2.3953000000000015;CC(C)(C)C1=CC(O)=C(O)C=C1
DTXSID5024845;Activo;399.16818752;29.0;6.0;1.0;2.0;0.0;0.0;0.0;2.871600000000001;COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O
DTXSID5024891;Inactivo;279.062198228;18.0;8.0;4.0;1.0;0.0;0.0;0.0;-2.1412000000000004;Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DTXSID5025021;Activo;330.183109312;24.0;4.0;0.0;2.0;0.0;0.0;0.0;4.665600000000004;O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1
DTXSID5025023;Inactivo;132.093900384;10.0;0.0;0.0;2.0;0.0;0.0;0.0;2.3846000000000007;C1C=CC2C3CC(C=C3)C12
DTXSID5025150;Inactivo;126.008195334;7.0;3.0;1.0;1.0;0.0;0.0;0.0;0.37959999999999994;COP(O)(=O)OC
DTXSID5025152;Inactivo;146.0579088;10.0;4.0;0.0;2.0;0.0;0.0;0.0;0.11259999999999981;COC(=O)CCC(=O)OC
DTXSID5025607;Inactivo;178.099379688;13.0;2.0;0.0;1.0;0.0;0.0;0.0;2.4323000000000006;COC1=CC=C(CC=C)C=C1OC
DTXSID5025659;Inactivo;152.047344116;11.0;3.0;1.0;1.0;0.0;0.0;0.0;1.1787999999999998;COC(=O)C1=C(O)C=CC=C1
DTXSID5026259;Inactivo;326.000828726;17.0;4.0;0.0;1.0;0.0;0.0;0.0;4.026200000000004;CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
DTXSID5026706;Inactivo;214.099379688;16.0;2.0;0.0;0.0;0.0;0.0;0.0;3.144400000000002;C(COC1=CC=CC=C1)OC1=CC=CC=C1
DTXSID5026889;Inactivo;214.193280072;15.0;2.0;0.0;1.0;0.0;0.0;0.0;4.080300000000003;CCCCCCCCCCCC(=O)OC
DTXSID5026918;Activo;186.198365452;13.0;1.0;1.0;0.0;0.0;0.0;0.0;3.8996000000000035;CCCCCCCCCCCCO
DTXSID5027061;Inactivo;144.057514876;11.0;1.0;1.0;0.0;0.0;0.0;0.0;2.5454;OC1=CC2=C(C=CC=C2)C=C1
DTXSID5027140;Inactivo;501.9331582;29.0;2.0;0.0;2.0;0.0;0.0;0.0;5.252600000000003;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O
DTXSID5027302;Inactivo;337.80294532;16.0;2.0;0.0;2.0;0.0;0.0;0.0;5.058199999999999;ClC(=O)C1=C(Cl)C(Cl)=C(C(Cl)=O)C(Cl)=C1Cl
DTXSID5030030;Inactivo;299.95026887200004;17.0;2.0;1.0;2.0;0.0;0.0;0.0;2.2999;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID5031131;Activo;306.183109312;22.0;4.0;0.0;2.0;0.0;0.0;0.0;4.380600000000004;CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCC
DTXSID5031133;Inactivo;250.120509056;18.0;4.0;0.0;2.0;0.0;0.0;0.0;2.8202000000000016;CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC
DTXSID5032361;Inactivo;239.853386884;8.0;2.0;1.0;1.0;1.0;0.0;0.0;0.48138000000000003;NC(=O)C(Br)(Br)C#N
DTXSID5032365;Inactivo;170.964254456;10.0;1.0;0.0;0.0;1.0;0.0;0.0;2.8650800000000007;ClC1=CC=CC(Cl)=C1C#N
DTXSID5032442;Inactivo;255.05230224;17.0;3.0;1.0;2.0;0.0;0.0;0.0;0.6878999999999993;[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1
DTXSID5032498;Activo;287.951162504;17.0;2.0;1.0;0.0;0.0;0.0;0.0;5.144700000000002;OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1
DTXSID5032523;Activo;151.00918478;10.0;2.0;1.0;1.0;0.0;0.0;0.0;1.5896000000000001;O=C1NSC2=C1C=CC=C2
DTXSID5032525;Inactivo;300.1473925;22.0;4.0;2.0;1.0;0.0;0.0;0.0;3.8237000000000023;COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1
DTXSID5032573;Activo;364.1376121;24.0;4.0;0.0;1.0;0.0;0.0;0.0;5.241500000000006;CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O
DTXSID5032577;Activo;418.057054908;27.0;2.0;0.0;2.0;0.0;0.0;0.0;5.551820000000002;CC1=C(F)C(F)=C(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)C(F)=C1F
DTXSID5032600;Inactivo;272.995948508;17.0;2.0;2.0;2.0;0.0;0.0;0.0;2.7967000000000013;OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl
DTXSID5033836;Activo;220.182715388;16.0;1.0;1.0;0.0;0.0;0.0;0.0;4.685300000000005;CCCCCCCCCC1=CC=C(O)C=C1
DTXSID5034270;Inactivo;275.126991404;20.0;4.0;2.0;3.0;0.0;0.0;0.0;1.3793199999999999;CC(C)C1(C)NC(=NC1=O)C1=NC=C(C)C=C1C(O)=O
DTXSID5034303;Activo;366.0913261120001;23.0;5.0;1.0;1.0;0.0;0.0;0.0;4.390600000000003;CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl
DTXSID5034723;Inactivo;359.043913524;24.0;5.0;0.0;3.0;0.0;0.0;0.0;3.205300000000002;CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1=C(ON=C1)C1CC1
DTXSID5034773;Inactivo;492.012310208;32.0;4.0;2.0;2.0;0.0;0.0;0.0;5.383700000000002;FC(OC(F)(F)F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1
DTXSID5035957;Activo;433.064777016;29.0;4.0;0.0;2.0;1.0;0.0;0.0;6.317080000000003;CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1
DTXSID50369896;Activo;462.011230952;28.0;2.0;2.0;0.0;0.0;0.0;0.0;4.053400000000002;OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CO
DTXSID5037498;Inactivo;345.03707000199995;21.0;8.0;0.0;2.0;0.0;0.0;0.0;2.779700000000001;CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O
DTXSID50375114;Activo;561.9520593120001;34.0;4.0;1.0;1.0;0.0;0.0;0.0;5.510500000000001;OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID5037523;Activo;288.123893782;19.0;6.0;0.0;1.0;0.0;0.0;0.0;3.468320000000002;CCOP(=O)(OCC)OC1=NC(=NC(C)=C1)C(C)C
DTXSID5037731;Activo;350.130679816;27.0;2.0;2.0;0.0;0.0;0.0;0.0;5.460900000000005;OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(O)C=C1
DTXSID5037739;Activo;185.084063972;14.0;2.0;2.0;0.0;0.0;0.0;0.0;3.1358000000000006;OC1=CC=C(NC2=CC=CC=C2)C=C1
DTXSID50379814;Inactivo;315.94518349200007;18.0;3.0;1.0;2.0;0.0;0.0;0.0;2.2315;OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F
DTXSID50379930;Inactivo;449.007228868;27.0;1.0;1.0;0.0;0.0;0.0;0.0;4.9545;NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID50381073;Activo;445.963531812;27.0;3.0;1.0;1.0;0.0;0.0;0.0;4.3083;OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID50381992;Inactivo;281.02623136;17.0;1.0;1.0;0.0;0.0;0.0;0.0;2.9712000000000005;FC(F)(F)C(F)(F)CNCC(F)(F)C(F)(F)F
DTXSID50382621;Activo;428.02573814400006;26.0;1.0;1.0;0.0;0.0;0.0;0.0;5.133000000000002;OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID5038888;Activo;513.2910759600001;37.0;2.0;1.0;4.0;0.0;0.0;0.0;4.543000000000005;[Cl-].CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2
DTXSID5038919;Inactivo;188.058577496;14.0;4.0;0.0;4.0;0.0;0.0;0.0;1.3582;O=C=NCC1=CC(CN=C=O)=CC=C1
DTXSID5040700;Inactivo;198.071220838;13.0;3.0;0.0;0.0;0.0;0.0;0.0;0.7716999999999995;CO[Si](OC)(OC)C1=CC=CC=C1
DTXSID5040704;Activo;158.036779432;12.0;2.0;0.0;3.0;0.0;0.0;0.0;1.6218000000000001;O=C1C=CC(=O)C2=C1C=CC=C2
DTXSID5040706;Activo;276.126263132;21.0;3.0;1.0;1.0;0.0;0.0;0.0;5.577640000000005;CC1=CC=C(N=NC2=C(O)C=CC3=CC=CC=C23)C(C)=C1
DTXSID5041306;Inactivo;246.05282342;18.0;5.0;4.0;1.0;0.0;0.0;0.0;1.7399999999999998;OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C=C1O
DTXSID5041431;Inactivo;152.083729624;11.0;2.0;1.0;0.0;0.0;0.0;0.0;2.1794000000000002;CC(C)OC1=C(O)C=CC=C1
DTXSID5041560;Activo;292.240230264;21.0;2.0;0.0;4.0;0.0;0.0;0.0;5.748900000000005;CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)OC
DTXSID5041691;Inactivo;233.177964356;17.0;1.0;0.0;1.0;0.0;0.0;0.0;3.4697000000000022;CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C
DTXSID5041726;Activo;675.0470431279999;46.0;12.0;2.0;7.0;0.0;0.0;0.0;0.44470000000000126;[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(=CC2=CC(NC(=O)C3=CC=CC=C3)=CC=C12)S([O-])(=O)=O
DTXSID50441560;Inactivo;306.03023344400003;19.0;2.0;0.0;1.0;0.0;0.0;0.0;3.407800000000001;COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID5044233;Inactivo;636.4866085279999;46.0;4.0;4.0;2.0;0.0;0.0;0.0;8.646000000000008;CC(C)(C)C1=CC(CCC(=O)NCCCCCCNC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C
DTXSID5044360;Activo;158.167065324;11.0;1.0;1.0;0.0;0.0;0.0;0.0;2.831200000000002;CC(C)CCCC(C)CCO
DTXSID5044493;Inactivo;264.150533778;17.0;4.0;2.0;1.0;0.0;0.0;0.0;1.0931999999999995;CCO[Si](CCCNC(N)=O)(OCC)OCC
DTXSID5044520;Activo;657.7625573280001;30.0;4.0;1.0;5.0;0.0;0.0;0.0;7.036100000000004;CCOC(=O)C1=C(C=CC=C1)C(C1=CC(Br)=C(O)C(Br)=C1)=C1C=C(Br)C(=O)C(Br)=C1
DTXSID5044522;Inactivo;172.15756326;12.0;1.0;0.0;1.0;0.0;0.0;0.0;1.79;CCN(CC)C(=O)N(CC)CC
DTXSID5044572;Activo;364.01328164000006;22.0;1.0;1.0;0.0;0.0;0.0;0.0;4.107600000000001;OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID5044576;Inactivo;318.131467664;22.0;8.0;0.0;4.0;0.0;0.0;0.0;0.7578;CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC
DTXSID5044605;Inactivo;350.19942807199993;26.0;4.0;2.0;2.0;0.0;0.0;0.0;4.886000000000004;CCCCNC1=CC=C(NCCCC)C2=C1C(=O)C1=C(C=CC=C1)C2=O
DTXSID5044815;Inactivo;300.230059504;21.0;4.0;0.0;2.0;0.0;0.0;0.0;4.403700000000004;CCCCOC(=O)CCCCCCCC(=O)OCCCC
DTXSID5046801;Inactivo;432.20738764;32.0;6.0;1.0;1.0;0.0;0.0;0.0;3.4122000000000012;CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1
DTXSID50469320;Activo;398.959866164;23.0;2.0;1.0;2.0;0.0;0.0;0.0;2.9712;NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID5047249;Inactivo;555.036574604;37.0;6.0;0.0;4.0;0.0;0.0;0.0;0.7186999999999992;[K+].CCC1=CC(=CC2=C1OCO2)C1=C(N(C2=CC=CC=C2C(F)(F)F)S(=O)(=O)C2=C1C=CC=C2)C([O-])=O
DTXSID5047291;Inactivo;397.153874848;30.0;5.0;2.0;3.0;0.0;0.0;0.0;2.16;NC1=CC2=C3N(CCC3=C1)C(=O)[C@H](NC(=O)C1=CC=CN=C1)N=C2C1=CC=CC=C1
DTXSID5047295;Activo;384.046604176;24.0;3.0;2.0;2.0;0.0;0.0;0.0;3.8270000000000026;CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=C(C=C12)S(N)(=O)=O
DTXSID5047297;Inactivo;465.10462196;33.0;6.0;2.0;1.0;0.0;0.0;0.0;4.997300000000004;O[C@@H]1[C@H](CC2=CC=CC(=C2)C(O)=O)COC2=C1C=C(OCC1=NC3=C(S1)C=CC(F)=C3)C=C2
DTXSID5047299;Inactivo;474.2552286960001;33.0;5.0;1.0;2.0;0.0;0.0;0.0;4.816900000000005;CS(O)(=O)=O.CCOC1=CC=CC(=C1)[C@]1(CC[C@H](C)CC1)N1CCN(CC1)C1=CC=CC=C1
DTXSID5047320;Activo;570.23976866;41.0;6.0;0.0;1.0;0.0;0.0;0.0;6.3910400000000065;Cl.CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1
DTXSID5047322;Activo;464.12268822;32.0;4.0;1.0;1.0;0.0;0.0;0.0;5.9209400000000025;Cl.CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC1=CC=C(OC2=CC=CN=C2C)N=C1
DTXSID5047324;Activo;406.1441186880001;30.0;7.0;2.0;0.0;0.0;0.0;0.0;3.4642000000000017;OCC(CO)N1C=NC(=C1C1=CC=NC(OC2=CC=CC=C2)=N1)C1=CC=C(F)C=C1
DTXSID5047328;Activo;486.052891276;32.0;4.0;1.0;1.0;0.0;0.0;0.0;-0.23849999999999905;O.[K+].NC(=O)C1=NC(=N[N-]1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F
DTXSID5047372;Inactivo;485.11853503200007;34.0;4.0;1.0;3.0;0.0;0.0;0.0;2.6531000000000002;[Na+].CC[C@H](NC(=O)C1=C([N-]S(=O)(=O)C2=CC=CC3=CC=CN=C23)C=CC(F)=C1)C1=CC=CC=C1
DTXSID5047374;Inactivo;408.1586258800001;31.0;5.0;2.0;1.0;1.0;0.0;0.0;4.979480000000003;COC1=CC=C(C=C1)C(=O)NC1=NC2=C(C=CC=C2)C(NCC2=CC=CC=C2)=C1C#N
DTXSID5047376;Inactivo;455.08596836400005;31.0;4.0;3.0;3.0;0.0;0.0;0.0;4.020200000000002;OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1
DTXSID5047538;Inactivo;312.13615912;23.0;4.0;0.0;2.0;0.0;0.0;0.0;3.870700000000003;O=C(OCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID5048182;Inactivo;188.120115132;14.0;1.0;0.0;1.0;0.0;0.0;0.0;3.449600000000002;O=C(C1CCCCC1)C1=CC=CC=C1
DTXSID5048186;Activo;747.6601507360001;22.0;3.0;2.0;1.0;0.0;0.0;0.0;5.230000000000002;OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1
DTXSID5048506;Inactivo;407.1070402440001;27.0;5.0;1.0;3.0;0.0;0.0;0.0;3.836100000000002;CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1
DTXSID5049073;Activo;418.0518795840001;27.0;4.0;1.0;0.0;0.0;0.0;0.0;5.856200000000005;Cl.Cl.ClC1=CC=C(NC2=C3C=CC=CC3=C(CC3=CC=NC=C3)N=N2)C=C1
DTXSID5049075;Inactivo;473.2638192200001;34.0;7.0;4.0;4.0;0.0;0.0;0.0;1.0998000000000032;CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O
DTXSID5052832;Activo;391.805443856;19.0;0.0;0.0;0.0;0.0;0.0;0.0;7.9274000000000004;ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl
DTXSID5057888;Inactivo;526.2573539360001;36.0;6.0;6.0;5.0;0.0;0.0;0.0;0.08787000000000611;O.C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
DTXSID5059799;Inactivo;454.0050027;28.0;2.0;0.0;2.0;0.0;0.0;0.0;5.089700000000003;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C
DTXSID5059828;Inactivo;495.8805213;23.0;0.0;0.0;0.0;0.0;0.0;0.0;5.753000000000001;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
DTXSID5060986;Activo;320.04832811999995;21.0;4.0;0.0;4.0;0.0;0.0;0.0;2.3507;FC(F)(COC(=O)C=C)C(F)(F)C(F)(F)COC(=O)C=C
DTXSID5061954;Activo;545.9735437040001;33.0;1.0;1.0;1.0;0.0;0.0;0.0;6.0538000000000025;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID5063235;Inactivo;468.020652764;29.0;2.0;0.0;2.0;0.0;0.0;0.0;5.479800000000002;CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID5067348;Activo;518.0174592039999;32.0;2.0;0.0;2.0;0.0;0.0;0.0;6.115100000000004;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C
DTXSID50880218;Inactivo;196.012297636;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6341;FC1CC(F)(F)C(F)(F)C1(F)F
DTXSID50892417;Inactivo;195.995898624;12.0;1.0;1.0;1.0;0.0;0.0;0.0;1.6067000000000002;OC(=O)C(F)(F)C(F)(F)C(F)F
DTXSID60195123;Inactivo;412.989686984;25.0;1.0;1.0;1.0;0.0;0.0;0.0;3.8458;NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID6020062;Inactivo;154.037842052;11.0;4.0;2.0;1.0;0.0;0.0;0.0;0.8825999999999998;NC1=C(O)C=CC(=C1)[N+]([O-])=O
DTXSID6020066;Inactivo;144.994597336;9.0;5.0;1.0;1.0;0.0;0.0;0.0;0.6335;NC1=NC=C(S1)[N+]([O-])=O
DTXSID6020068;Inactivo;223.063328528;17.0;3.0;1.0;2.0;0.0;0.0;0.0;2.0442;NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1
DTXSID6020141;Inactivo;118.041864812;9.0;1.0;0.0;0.0;0.0;0.0;0.0;2.4328000000000003;O1C=CC2=C1C=CC=C2
DTXSID6020143;Inactivo;122.036779432;9.0;1.0;1.0;1.0;0.0;0.0;0.0;1.3848;OC(=O)C1=CC=CC=C1
DTXSID6020145;Activo;108.021129368;8.0;2.0;0.0;4.0;0.0;0.0;0.0;0.25059999999999993;O=C1C=CC(=O)C=C1
DTXSID6020147;Inactivo;119.04834716;9.0;2.0;1.0;0.0;0.0;0.0;0.0;0.9579;N1N=NC2=C1C=CC=C2
DTXSID6020220;Activo;166.099379688;12.0;2.0;2.0;0.0;0.0;0.0;0.0;2.395300000000001;CC(C)(C)C1=CC(O)=CC=C1O
DTXSID6020224;Inactivo;86.036779432;6.0;2.0;0.0;1.0;0.0;0.0;0.0;0.3234;O=C1CCCO1
DTXSID6020226;Activo;183.84106386;3.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.9945;[Cl-].[Cl-].[Cd++]
DTXSID6020359;Inactivo;98.07316494;7.0;1.0;0.0;1.0;0.0;0.0;0.0;1.5196;O=C1CCCCC1
DTXSID6020430;Inactivo;145.969005488;8.0;0.0;0.0;0.0;0.0;0.0;0.0;2.993400000000001;ClC1=C(Cl)C=CC=C1
DTXSID6020480;Inactivo;174.089208928;12.0;4.0;0.0;1.0;0.0;0.0;0.0;1.0470000000000002;CC1CC(OC(C)=O)OC(C)O1
DTXSID6020515;Inactivo;73.052763844;5.0;1.0;0.0;1.0;0.0;0.0;0.0;-0.2956000000000001;CN(C)C=O
DTXSID6020561;Inactivo;377.870630956;19.0;1.0;0.0;1.0;0.0;0.0;0.0;4.481400000000002;ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@H]4C[C@H]([C@@H]5O[C@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl
DTXSID6020690;Activo;403.849895512;21.0;2.0;2.0;0.0;0.0;0.0;0.0;6.609000000000002;OC1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl
DTXSID6020692;Inactivo;140.106196384;10.0;4.0;0.0;0.0;0.0;0.0;0.0;-1.0197999999999992;C1N2CN3CN1CN(C2)C3
DTXSID6020856;Inactivo;99.068413908;7.0;1.0;0.0;1.0;0.0;0.0;0.0;0.23859999999999992;CN1CCCC1=O
DTXSID6020939;Inactivo;191.042987008;13.0;4.0;3.0;3.0;0.0;0.0;0.0;-1.4577999999999993;OC(=O)CN(CC(O)=O)CC(O)=O
DTXSID6021030;Inactivo;198.07931294;15.0;2.0;0.0;1.0;0.0;0.0;0.0;3.5061000000000018;O=NN(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID6021032;Inactivo;130.110613068;9.0;2.0;0.0;1.0;0.0;0.0;0.0;1.7898;CCCN(CCC)N=O
DTXSID6021086;Inactivo;219.067762276;14.0;5.0;1.0;3.0;0.0;0.0;0.0;0.10709999999999997;CNC(=O)ON=C(SC)C(=O)N(C)C
DTXSID6021244;Inactivo;822.4051232959999;59.0;15.0;6.0;7.0;0.0;0.0;0.0;4.3354200000000045;CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(C)CC1)=C2O
DTXSID6021248;Activo;394.141638424;29.0;6.0;0.0;2.0;0.0;0.0;0.0;3.7033000000000023;[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=CC=C3O[C@H](CC3=C1O2)C(C)=C
DTXSID6021402;Inactivo;120.093900384;9.0;0.0;0.0;0.0;0.0;0.0;0.0;2.611860000000001;CC1=CC(C)=C(C)C=C1
DTXSID6021450;Activo;269.11642672;20.0;4.0;2.0;2.0;0.0;0.0;0.0;4.074420000000002;CC(=O)NC1=CC=C(C=C1)N=NC1=C(O)C=CC(C)=C1
DTXSID6021456;Inactivo;451.9724812199999;29.0;9.0;1.0;5.0;0.0;0.0;0.0;-3.2229999999999963;[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=C(C=C1)C=C(C=C2)S([O-])(=O)=O
DTXSID6021793;Inactivo;144.057514876;11.0;1.0;1.0;0.0;0.0;0.0;0.0;2.5454000000000008;OC1=CC=CC2=CC=CC=C12
DTXSID6021795;Inactivo;196.052429496;15.0;2.0;0.0;1.0;0.0;0.0;0.0;2.946200000000001;O=C1C2=C(OC3=C1C=CC=C3)C=CC=C2
DTXSID6021828;Inactivo;120.057514876;9.0;1.0;0.0;1.0;0.0;0.0;0.0;1.8892;CC(=O)C1=CC=CC=C1
DTXSID6021872;Inactivo;107.073499288;8.0;1.0;1.0;0.0;0.0;0.0;0.0;1.5772199999999998;CC1=CC=C(N)C=C1
