DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60195123,Perfluorooctanamide,423-54-1,C8H2F15NO,412.989686,10,470,2.0,Inactive,-0.022645947100473872,-0.2040867388146159,0.20000001254575595,-0.6989699770932568
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020062,2-Amino-4-nitrophenol,99-57-0,C6H6N2O3,154.037842,65,634,10.0,Inactive,0.05115869669803311,0.4610454808882406,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020226,Cadmium chloride,10108-64-2,CdCl2,183.841070,263,573,46.0,Active,-0.7234657196101884,-6.5199198207224915,3.3216899016785026,0.5213590861900406
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60238701,Perfluoropinacol,918-21-8,C6H2F12O2,333.986317,121,299,40.0,Active,-0.12091857149487467,-1.0897259809458157,7.106442518922473,0.8516522475583752
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6025301,2-Ethylhexyl glycidyl ether,2461-15-6,C11H22O2,186.161980,13,632,2.0,Inactive,-0.03718440128354564,-0.3351082274926822,0.20000000623980124,-0.6989699907864628
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6027426,N-Ethyl-N-(2-hydroxyethyl)perfluorooctane sulfonamide,1691-99-2,C12H10F17NO3S,571.010993,124,505,25.0,Inactive,0.08475818469904617,0.7638462381956744,1.6145792314750225,0.2080593618016746
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60377821,4:4 Fluorotelomer alcohol,3792-02-7,C8H9F9O,292.050968,4,505,1.0,Inactive,-0.011218210721442261,-0.10109924002367744,0.2911900446441599,-0.5358234769895426
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60377826,"1H,1H-Perfluoropentylamine",355-27-1,C5H4F9N,249.020003,3,496,1.0,Inactive,0.014231397575075484,0.12825427468258158,0.96058425665168,-0.01746453544151923
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60379269,3-(Perfluoropropyl)propanol,679-02-7,C6H7F7O,228.038512,1,496,0.0,Inactive,-0.015108468697627123,-0.13615849632170626,0.2000000031726834,-0.6989699974466244
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60400587,Nonafluoropentanamide,13485-61-5,C5H2F9NO,262.999267,6,496,1.0,Inactive,-0.05909404422677505,-0.5325593456569028,8.04231439326196,0.9053810467064545
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60379901,(Perfluoro-5-methylhexyl)ethyl 2-methylprop-2-enoate,50836-66-3,C13H9F15O2,482.036302,7,460,2.0,Inactive,-0.03738819466775435,-0.3369448266417759,3.5,0.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60380390,"2,2,2-Trifluoroethyl perfluorobutanesulfonate",79963-95-4,C6H2F12O3S,381.953303,43,462,9.0,Inactive,0.061955071757426886,0.558343110663461,9.765922883384917,0.9897132905550445
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6041424,"2,6-Dimethyl-2-heptanol",13254-34-7,C9H20O,144.151415,3,662,0.0,Inactive,-0.03595961880936345,-0.32407040868103676,3.0869665811434146,0.4895319279260322
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6042521,Zoalene,148-01-6,C8H7N3O5,225.038570,12,471,3.0,Inactive,-0.08872607371079837,-0.7996051104033159,0.19984242226215387,-0.6993123149151373
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6042490,Triethoxymethylsilane,2031-67-6,C7H18O3Si,178.102521,13,660,2.0,Inactive,-0.040910959537687225,-0.36869221131619523,7.504336644347266,0.8753123082472082
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6044357,(4-Methoxyphenyl)methanol,105-13-5,C8H10O2,138.068080,10,637,2.0,Inactive,0.03733496606279263,0.33646512701384285,6.894903920883121,0.8385282187466747
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60500450,Perfluoro(4-methoxybutanoic acid),863090-89-5,C5HF9O3,279.978197,6,506,1.0,Inactive,0.05211581420899342,0.46967108575288175,3.0578766591556557,0.48541996396433695
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6062599,Perfluoropentanoic acid,2706-90-3,C5HF9O2,263.983283,4,461,1.0,Inactive,-0.01661900904115955,-0.1497715835196796,0.20000000723298447,-0.6989699886297929
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60892443,Sodium perfluorodecanesulfonate,2806-15-7,C10F21NaO3S,621.913051,68,460,15.0,Inactive,-0.008637136215716053,-0.0778384297703414,14.999999999999998,1.1760912590556811
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70191136,Perfluoro-3-methoxypropanoic acid,377-73-1,C4HF7O3,229.981391,4,470,1.0,Inactive,0.004347159807380857,0.039176885129073184,30,1.4771212547196624
